回答番号,受付番号,回答日時,属性,あなたの性別は？,あなたの年齢は？,あなたが住んでる地区は？,あなたが住んでる地区の良いところや好きなところ、自慢したいところは？,あなたが住んでいる地区に変わってほしいところや不便なところは？,鯖江市に変わってほしいところや不便なところは？,あなたは鯖江市に住み続けたいですか？,住みたい場所の質問で、3～5を選択した人にお聞きします。具体的にどこに移りたいですか？,住みたい場所の質問で、あなたが選んだ理由は？,あなたが欲しい情報を探したり集めたりするときに使うものは？ [（○は３つまで）],あなたが欲しい情報を探したり集めたりするときに使うものは？その他,あなたは鯖江市がどんなまちになったらいいと思いますか？ [（○は３つまで）],あなたは鯖江市がどんなまちになったらいいと思いますか？その他,鯖江市の将来像について、夢や希望、アイデアなど、想いを自由に書いてください。,その他、市に対して言いたいことを、自由に書いてください。
499,RS00049997,2023-07-10T08:14:53,中学生,男性,12〜15歳,片上,静かな所,,イオンモールがほしい,５．県外に移りたい,北海道,寒いとこが好きだから,パソコン;スマートフォン（スマホ）,,スポーツに親しむ環境が整備されたまち;地域資源を活かした観光交流が盛んなまち;子どもから高齢者まで安心して教育を受けられるまち,,観光地が多い鯖江市,イオンモールほしいです
498,RS00049898,2023-07-10T08:14:43,中学生,女性,12〜15歳,河和田,"ホタルが見れる
景色がきれい
空気がおいしい
外遊びがひろくできる",,"店においてあるものが最新商品を取り扱っていないところが多い
プリクラ機が古い
",２．一度、市を出て、また帰ってきたい,,都会のほうが便利だけど、人混みがにがてだから,スマートフォン（スマホ）;タブレット端末;パソコン,,子どもから高齢者まで安心して教育を受けられるまち;安心して結婚・出産・子育てができるまち;若者や女性に選ばれる魅力のあるまち,,暮らしにくいと思う場面があるが、自然が良い,ないです
497,RS00049793,2023-07-10T08:14:31,中学生,女性,12〜15歳,中河,"桜がきれい
季節ごとに祭りなどの地域の行事があるところ",,学習や遊べるところが少ない,５．県外に移りたい,東京都,"都会のほうが便利だから
仕事がたくさんありそうだから",タブレット端末;パソコン;テレビ,,大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;だれもが自由に移動できる交通利便性の高いまち;まちなみや景観が美しいまち,,,
496,RS00049672,2023-07-10T08:14:21,中学生,男性,12〜15歳,北中山,自然豊かなところ,,道路がガタガタしているところ,１．いま住んでる地区にずっと住み続けたい,,家があるから,パソコン;スマートフォン（スマホ）;タブレット端末,,個性を尊重し多様なライフスタイルが実現できるまち,,,
495,RS00049524,2023-07-10T08:13:50,中学生,女性,12〜15歳,北中山,"あじさいが多い
話しやすい",,がたがたな道路をなおしてほしい,１．いま住んでる地区にずっと住み続けたい,,"住みやすいから
平和",スマートフォン（スマホ）;タブレット端末,,防災対策や防犯対策が十分で安全安心に暮らせるまち;だれもが自由に移動できる交通利便性の高いまち;高度な医療や福祉サービスが充実したまち,,いつでも遊べる場所がほしい,
494,RS00049419,2023-07-10T08:13:46,中学生,女性,12〜15歳,中河,"散歩に適した場所がある
挨拶をしたら帰ってくる
地区の体育大会がある",,"遊べる場所がすくない
勉強できる場所を増やしてほしい
自転車用の道が少ない",５．県外に移りたい,東京　大阪　福岡　名古屋　,"行きたい大学があるから
住みやすい",スマートフォン（スマホ）,,お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;若者や女性に選ばれる魅力のあるまち;個性を尊重し多様なライフスタイルが実現できるまち,,"イオンを建ててほしい
",
493,RS00049354,2023-07-10T08:13:25,中学生,男性,12〜15歳,北中山,山がある,,遊ぶ所が少ない,５．県外に移りたい,京都,そこでやりたい事があるから,パソコン;スマートフォン（スマホ）;テレビ,,まちなみや景観が美しいまち;産業が盛んで働く場所が充実したまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,福井県外からもたくさん来るような街,頑張ってください
492,RS00049242,2023-07-10T08:12:58,中学生,女性,12〜15歳,北中山,"あじさいがたくさんある
自然が豊か
公民館が勉強で使える
",,"遊べる場所が少ない、お金がかかる
",１．いま住んでる地区にずっと住み続けたい,,いいところがたくさんあるから,スマートフォン（スマホ）;タブレット端末;テレビ,,だれもが自由に移動できる交通利便性の高いまち;人々のふれあいやコミュニティ活動が盛んで温かいまち;身近に自然を感じることのできるまち,,"ショピングモールなどを増やしてほしい
勉強できる場所を増やす",
491,RS00049152,2023-07-10T08:12:45,中学生,女性,12〜15歳,片上,自然がいっぱい,,,１．いま住んでる地区にずっと住み続けたい,,今住んでいる所が落ち着くから。,スマートフォン（スマホ）;テレビ,,歴史・伝統・芸術・文化を大切にするまち,,,
490,RS00049090,2023-07-10T08:12:07,中学生,女性,12〜15歳,河和田,"昔ながらの町並みが残っているところ
ホタルが見れるところ
つつじバスが100円で乗れるところ",,"交通手段が少ない
",１．いま住んでる地区にずっと住み続けたい,,住んでいるところが好きだから,タブレット端末;テレビ;新聞・雑誌など,,防災対策や防犯対策が十分で安全安心に暮らせるまち;安心して結婚・出産・子育てができるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,昔ながらの伝統を受け継いでいってほしい,これからも市民の安全や暮らしを守っていってほしい
489,RS00048945,2023-07-10T08:11:53,中学生,男性,12〜15歳,中河,なばながきれいでさくらきれい,,ショッピングモールがほしい,４．県内の他の市町に移りたい,東京、京都,いろんな環境になれたいから,スマートフォン（スマホ）;テレビ,,お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;歴史・伝統・芸術・文化を大切にするまち,,"大きい広場があったり
道の駅をもっと豪華にしてほしい",ない
488,RS00048862,2023-07-10T08:11:44,中学生,男性,12〜15歳,河和田,ファミマがあるとこ,,遊べる場所少ない,５．県外に移りたい,東京,田舎よりも都会に行きたいから,スマートフォン（スマホ）;テレビ,,お店や娯楽施設が豊富で夜でもにぎやかさのあるまち;まちなみや景観が美しいまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち,,大型ショピングモールを建てる,大都市にしてください
487,RS00048792,2023-07-10T08:10:51,中学生,女性,12〜15歳,北中山,あじさいが１００００本あるところ,,"ゆったりして過ごせる場がない
友達と室内で遊びたい",１．いま住んでる地区にずっと住み続けたい,,住みやすく、みんなが優しいから,パソコン;スマートフォン（スマホ）;タブレット端末,,子どもから高齢者まで安心して教育を受けられるまち;スポーツに親しむ環境が整備されたまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,公共の施設（遊べる建物）を作ってほしい,道路でボコボコしたところがある
486,RS00048698,2023-07-07T08:17:39,中学生,男性,12〜15歳,新横江（鯖江東小学校区）,ゴミなどがあまり落ちていないこと,,安全性のない場所があるとこ,２．一度、市を出て、また帰ってきたい,,鯖江にはない他の経験をしたいから,スマートフォン（スマホ）;タブレット端末,,子どもから高齢者まで安心して教育を受けられるまち;防災対策や防犯対策が十分で安全安心に暮らせるまち;だれもが自由に移動できる交通利便性の高いまち,,みんなが明るく暮らせる鯖江市,
485,RS00048580,2023-07-07T08:14:19,中学生,回答しない,12〜15歳,豊,,,友だちと遊べる施設を増やしてほしい,４．県内の他の市町に移りたい,福井市,福井の中では何でもある方だから,スマートフォン（スマホ）,,デジタル技術を活用したサービスが充実したまち;大型商業施設（複合型店舗）があり生活利便性や満足度が高いまち;お店や娯楽施設が豊富で夜でもにぎやかさのあるまち,,イオンモールとラウンドワンがある市,ない
484,RS00048405,2023-07-07T08:09:13,中学生,女性,12〜15歳,新横江（鯖江東小学校区）,近くにスーパーがある,,友達と遊ぶ場所がない,５．県外に移りたい,大阪府,人がおおくて楽しそうだから,スマートフォン（スマホ）,,スポーツに親しむ環境が整備されたまち;安心して結婚・出産・子育てができるまち;人々のふれあいやコミュニティ活動が盛んで温かいまち,,友達と遊べるところが多くなってほしい,友達と遊べる場所を増やしてほしい
