No,紙/WEB,問1,問2,問3,問3 その他,問4,問5,問6,問7 1つ目,問7 2つ目,問7 3つ目,問7 その他,問8 1人目,問8 2人目,問8 3人目,問8 4人目,問8 5人目,問8 未就学児,問8 小学生,問8 中学生,問8 高校生,問8 大学生等,問9,問10,問10 その他,問11 1つ目,問11 2つ目,問11 3つ目,問11 その他,問12 1つ目,問12 2つ目,問12 3つ目,問12 その他,問13① 1つ目,問13① 2つ目,問13① 3つ目,問13① その他,問13② 1つ目,問13② 2つ目,問13② 3つ目,問13② その他,問13③ 1つ目,問13③ 2つ目,問13③ 3つ目,問13③ その他,問13④ 1つ目,問13④ 2つ目,問13④ 3つ目,問13④ その他,問13⑤ 1つ目,問13⑤ 2つ目,問13⑤ 3つ目,問13⑤ その他,問13市 1つ目,問13市 2つ目,問13市 3つ目,問13市 その他,問14,問15-1 1-1重,問15-1 1-1満,問15-1 1-2重,問15-1 1-2満,問15-1 1-3重,問15-1 1-3満,問15-1 1-4重,問15-1 1-4満,問15-1 1-5重,問15-1 1-5満,問15-1 1-6重,問15-1 1-6満,問15-1 1-7重,問15-1 1-7満,問15-1 1-8重,問15-1 1-8満,問15-1 1-9重,問15-1 1-9満,問15-1 2-1重,問15-1 2-1満,問15-1 2-2重,問15-1 2-2満,問15-1 2-3重,問15-1 2-3満,問15-1 2-4重,問15-1 2-4満,問15-1 2-5重,問15-1 2-5満,問15-1 2-6重,問15-1 2-6満,問15-1 2-7重,問15-1 2-7満,問15-1 2-8重,問15-1 2-8満,問15-1 2-9重,問15-1 2-9満,問15-1 2-10重,問15-1 2-10満,問15-1 2-11重,問15-1 2-11満,問15-1 2-12重,問15-1 2-12満,問15-1 2-13重,問15-1 2-13満,問15-1 2-14重,問15-1 2-14満,問15-1 2-15重,問15-1 2-15満,問15-1 2-16重,問15-1 2-16満,問15-1 2-17重,問15-1 2-17満,問15-1 2-18重,問15-1 2-18満,問15-1 2-19重,問15-1 2-19満,問15-1 2-20重,問15-1 2-20満,問15-1 2-21重,問15-1 2-21満,問15-1 2-22重,問15-1 2-22満,問15-2 ①1つ目,問15-2 ①2つ目,問15-2 ①3つ目,問15-2 ②1つ目,問15-2 ②2つ目,問15-2 ②3つ目,問16 1重,問16 1満,問16 2重,問16 2満,問16 3重,問16 3満,問16 4重,問16 4満,問16 5重,問16 5満,問16 6重,問16 6満,問16 7重,問16 7満,問16 8重,問16 8満,問16 9重,問16 9満,問16 10重,問16 10満,問16 11重,問16 11満,問16 12重,問16 12満,問16 13重,問16 13満,問16 14重,問16 14満,問16 15重,問16 15満,問16 16重,問16 16満,問16 17重,問16 17満,問16 18重,問16 18満,問17 自由 意見,web回答番号
143,紙,1,3,6,,3,4,1,2,4,5,,99,99,99,99,99,0,0,0,0,0,5,2,,98,98,98,,2,5,9,,13,15,16,,7,9,12,,3,6,11,,2,9,11,,3,4,10,,1,7,10,,2,4,3,5,4,4,4,5,5,4,3,5,2,5,5,5,2,4,1,4,4,3,3,5,3,4,99,3,4,5,4,2,2,3,3,4,4,5,3,4,4,5,4,5,5,4,4,3,4,4,5,4,2,5,5,4,4,3,3,5,3,4,4,3,12,20,3,12,13,5,4,5,5,3,3,3,3,4,3,4,5,5,4,5,5,3,3,3,4,3,3,4,3,3,4,4,4,5,5,4,5,5,5,5,5,,
144,紙,1,3,2,,2,1,7,1,7,8,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,9,,8,9,16,,8,9,16,,7,11,13,,7,11,13,,4,10,11,,3,6,14,,2,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,99,99,3,6,8,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,,
145,紙,1,5,2,,1,1,6,1,5,12,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,3,5,9,,99,99,99,,99,99,99,,1,6,9,,99,99,99,,99,99,99,,99,99,99,,2,3,99,99,3,0,99,3,99,3,3,3,3,5,3,3,5,4,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,5,5,3,3,3,3,5,5,3,3,3,3,3,3,3,99,5,5,5,5,5,5,3,3,3,3,3,3,99,99,99,7,13,18,5,5,5,5,3,3,5,5,5,5,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,,
146,紙,1,6,2,,1,1,7,16,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,99,,99,99,99,,99,99,99,,6,8,14,,99,99,99,,99,99,99,,99,99,99,,2,5,3,5,1,5,3,5,2,3,2,3,3,5,2,5,3,5,3,4,3,4,3,5,3,5,2,5,3,5,1,3,2,4,3,4,2,3,2,4,2,5,2,5,2,4,2,4,2,4,3,5,1,5,3,5,3,5,3,5,2,5,2,3,4,12,13,14,17,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,2,5,2,4,4,4,3,5,3,5,3,5,3,5,3,,
147,紙,1,7,2,,4,2,6,1,4,9,,99,99,99,99,99,0,0,0,0,0,4,1,,3,4,99,,1,2,6,,99,99,99,,99,99,99,,3,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,4,4,5,5,5,5,5,5,5,3,5,2,5,2,5,2,5,3,5,2,5,2,5,2,5,2,5,2,5,2,4,2,5,2,5,2,5,2,5,3,5,3,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,4,2,1,3,5,17,18,22,5,3,5,3,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,4,2,5,2,5,2,5,1,5,1,,
148,紙,1,8,10,,2,1,9,7,99,99,,99,99,99,99,99,0,0,0,0,0,3,4,他自治体と比較する必要はない。,98,98,98,,5,6,9,,8,14,99,,4,14,16,,14,99,99,,1,3,14,,3,14,99,,1,3,14,,2,3,0,5,1,2,3,3,3,2,3,4,2,4,2,2,0,4,2,2,3,3,3,4,2,4,1,5,1,3,3,1,0,2,0,4,3,3,2,2,3,4,3,4,3,3,3,3,0,2,0,4,1,4,1,4,1,4,1,5,1,4,3,2,20,21,18,19,21,4,1,4,1,3,1,4,3,4,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,,
149,紙,1,9,7,,1,1,6,1,14,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,3,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,2,2,2,2,3,3,99,99,99,99,99,99,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,,
150,紙,1,9,10,,1,1,6,5,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,9,99,99,,99,99,99,,6,8,99,,14,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,4,3,5,1,3,2,2,2,2,2,1,1,99,99,99,99,99,99,4,2,0,0,3,3,3,3,4,2,4,3,3,3,4,1,3,3,3,3,4,3,3,3,3,3,4,2,4,3,4,3,4,3,3,3,,
151,紙,1,10,10,,2,1,7,1,10,15,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,1,5,10,自分で確かめる,1,6,8,,2,3,8,,3,5,16,,1,5,8,,1,5,8,,1,5,16,,1,4,2,4,1,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,1,99,0,99,0,4,0,4,0,0,0,1,0,99,0,99,0,99,0,99,0,99,0,0,99,5,0,4,3,99,0,99,0,99,0,99,99,99,99,99,99,5,1,5,1,3,3,3,3,3,3,3,3,5,1,3,3,5,3,4,4,3,3,3,2,3,3,3,3,5,2,99,99,5,3,5,3,,
152,紙,1,10,10,,1,1,6,7,8,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,3,5,9,,99,99,99,,99,99,99,,3,9,13,,99,99,99,,99,99,99,,99,99,99,,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
153,紙,1,10,10,,2,1,9,12,15,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,3,4,3,5,3,4,3,4,3,5,3,5,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,4,6,12,6,9,18,5,3,5,3,4,3,4,3,4,3,5,3,4,3,5,3,4,3,4,3,5,3,5,3,4,3,5,3,5,3,5,3,4,3,4,3,,
154,紙,1,10,10,,3,1,1,4,5,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,5,9,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,3,5,4,5,3,4,3,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,99,99,99,99,99,99,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,5,3,5,3,5,3,4,3,4,3,4,4,4,4,4,3,4,4,5,4,,
155,紙,2,4,2,,3,4,3,16,99,99,,1,99,99,99,99,1,0,0,0,0,2,3,,98,98,98,,2,9,99,,1,2,7,,8,15,16,,1,2,7,,2,3,99,,2,3,99,,1,7,99,,2,5,1,3,3,3,3,4,4,3,2,4,1,5,1,5,1,5,1,4,3,4,3,4,3,4,2,3,2,4,2,4,2,3,3,4,2,4,2,3,3,5,1,5,1,5,1,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,17,99,99,12,99,99,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,1,1,1,5,0,5,0,5,1,5,0,5,0,4,1,,
156,紙,2,6,2,,1,1,7,99,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,1,2,99,,7,10,14,,7,10,14,,2,7,10,,2,7,10,,2,7,10,,7,10,14,,2,4,2,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,2,4,2,3,4,3,3,4,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,7,99,99,4,14,19,4,2,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,鯖江市はとても住みやすい街です。これからは高齢化が進みますので、老人は家にこもる!!ではなく、生き生きと暮らせる。何かしずつ進化していく事を願います。いつもご苦労様です。,
157,紙,2,6,8,,3,2,2,4,99,99,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,2,5,9,,99,99,99,,6,8,10,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,3,3,3,4,3,3,3,4,3,4,3,4,3,4,4,4,3,3,3,3,99,99,12,17,19,4,3,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,,
158,紙,2,6,7,,3,4,1,1,99,99,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,6,99,,99,99,99,,2,10,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,19,99,99,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,職員の方、頑張って下さい。,
159,紙,2,6,2,,3,2,8,7,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,99,99,,1,6,9,,1,6,9,,1,6,9,,1,6,9,,6,9,12,,3,6,9,,2,3,1,4,1,4,1,3,3,3,3,3,1,5,0,5,0,5,0,4,0,4,0,3,0,5,0,4,0,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,4,3,1,5,1,5,1,5,3,5,1,2,1,12,17,99,12,17,18,4,1,5,0,3,1,5,1,5,3,5,1,3,1,4,3,4,99,99,99,5,2,5,2,5,5,5,2,5,1,5,3,5,3,5,1,,
160,紙,2,6,10,,3,1,6,7,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,1,6,8,,1,6,8,,1,6,8,,1,6,8,,1,6,8,,1,6,8,,2,5,0,5,0,5,0,5,4,5,4,3,3,5,2,3,0,3,0,5,4,5,4,5,4,5,0,5,0,5,4,4,4,3,0,3,0,3,0,3,0,5,2,5,0,5,0,5,0,5,4,3,3,5,4,3,3,3,0,3,0,3,0,99,99,99,99,99,99,5,0,5,0,4,0,5,3,5,0,3,3,3,0,4,0,3,0,4,0,5,0,4,0,4,4,3,0,3,3,5,4,4,0,5,0,,
161,紙,2,7,4,,3,1,1,99,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,6,,99,99,99,,10,11,16,,99,99,99,,99,99,99,,99,99,99,,10,12,16,,2,3,3,4,3,3,3,5,3,5,3,4,3,3,3,3,3,5,2,3,3,4,3,5,3,5,3,5,3,4,4,4,3,4,3,4,3,4,3,5,3,5,3,5,3,5,3,2,2,5,3,4,3,4,3,5,3,5,1,3,1,3,3,99,99,99,99,99,99,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,4,3,4,4,4,3,5,3,,
162,紙,2,7,6,,4,1,1,1,4,5,,99,99,99,99,99,0,0,0,0,0,5,3,,98,98,98,,2,4,5,,6,14,16,,6,14,16,,5,9,14,,3,9,11,,3,9,11,,6,14,16,,1,4,1,5,1,3,2,3,2,3,2,2,1,3,3,4,1,4,3,5,1,3,2,5,1,4,1,4,3,4,1,3,1,3,1,4,3,3,2,3,2,5,3,4,3,5,1,4,1,3,1,5,1,5,1,4,3,3,1,4,1,3,1,11,12,21,14,17,18,5,1,4,3,3,2,5,1,4,2,3,3,2,2,4,2,3,1,3,2,2,3,3,2,2,1,4,1,5,3,5,1,5,2,4,2,,
163,紙,2,7,7,,1,1,4,4,9,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,5,,99,99,99,,99,99,99,,99,99,99,,1,6,14,,99,99,99,,99,99,99,,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,12,19,1,8,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,毎日暑い中お疲れ様です。,
164,紙,2,9,8,,1,1,6,1,4,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,6,,99,99,99,,99,99,99,,1,3,14,,99,99,99,,99,99,99,,99,99,99,,2,5,2,5,4,5,3,5,4,5,5,4,4,5,5,5,4,5,5,5,3,5,2,5,0,5,4,5,0,5,3,5,3,3,3,5,4,5,4,4,3,5,4,5,4,5,4,5,0,5,4,5,4,5,4,5,3,5,0,5,0,5,0,4,8,13,99,99,99,5,3,5,3,5,0,5,4,5,4,5,4,99,99,5,0,5,3,5,3,5,4,5,3,5,0,5,3,5,4,5,4,5,0,5,3,,
165,紙,2,10,10,,3,1,8,15,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,6,9,,99,99,99,,99,99,99,,6,9,10,,99,99,99,,99,99,99,,99,99,99,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
166,紙,2,10,10,,4,1,8,99,99,99,,99,99,99,99,99,0,0,0,0,0,2,3,,98,98,98,,5,6,9,,99,99,99,,99,99,99,,6,9,14,,99,99,99,,99,99,99,,99,99,99,,2,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,
167,紙,3,3,2,,3,4,1,1,4,5,,1,1,99,99,99,2,0,0,0,0,3,3,,98,98,98,,2,99,99,,1,7,14,,1,7,14,,1,7,14,,1,7,14,,1,7,14,,1,7,14,,2,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,99,99,99,99,99,99,5,3,4,3,5,3,5,3,5,3,5,3,4,3,4,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,,
168,紙,1,5,2,,3,2,7,4,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,99,99,,2,7,11,,2,7,11,,2,7,11,,2,7,11,,2,7,11,,2,7,11,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
169,紙,1,6,2,,3,1,9,1,7,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,2,5,6,,6,8,16,,6,8,16,,2,9,11,,2,3,9,,2,3,9,,1,9,12,,2,3,4,3,2,3,3,3,3,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,3,3,3,3,4,2,4,2,3,3,3,3,3,3,3,3,13,14,21,2,12,17,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,2,4,2,3,3,3,3,,
170,紙,1,9,10,,1,1,4,2,4,5,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,4,5,9,,3,6,14,,3,5,14,,3,9,14,,3,14,16,,4,9,14,,7,9,12,,1,4,3,5,3,5,3,4,3,4,4,3,0,4,3,5,3,4,3,4,3,5,3,5,3,4,0,5,2,4,2,4,3,4,0,4,3,4,3,4,2,5,3,5,3,5,0,4,0,4,4,5,2,5,3,5,3,4,3,4,3,4,3,1,2,5,12,13,18,4,3,5,2,4,3,5,3,5,3,4,3,3,0,3,0,4,3,4,0,5,4,5,2,4,3,3,2,4,3,5,3,4,3,5,4,田園地帯における有休農地（耕作放棄地）の活用（再利用）を望む空家対策（解体or利用）を望む,
171,紙,1,9,4,,1,1,10,1,7,8,,99,99,99,99,99,0,0,0,0,0,4,2,,98,98,98,,6,9,10,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,7,9,14,,99,99,99,,2,0,0,5,1,99,99,99,99,99,99,99,99,99,99,99,99,5,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,99,99,99,99,99,0,0,5,4,5,99,5,99,5,0,5,99,4,2,5,99,5,3,4,3,5,0,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,99,99,99,3,99,99,99,4,3,4,4,99,99,3,3,4,2,3,3,4,2,4,4,4,4,,
172,紙,1,10,10,,3,1,3,1,4,5,,99,99,99,99,99,0,0,0,0,0,3,2,,98,98,98,,3,5,9,,1,99,99,,2,99,99,,3,99,99,,99,99,99,,99,99,99,,99,99,99,,99,3,4,4,3,3,3,4,3,3,2,4,5,2,3,3,3,3,3,4,3,3,3,5,4,5,3,5,3,4,2,5,3,4,3,5,3,5,3,5,2,5,3,5,2,4,3,5,2,4,2,5,3,5,2,4,3,5,4,4,3,5,4,99,99,99,99,99,99,5,4,5,4,4,3,5,4,5,5,5,4,4,3,4,4,5,4,4,3,5,3,5,3,4,4,4,3,5,4,5,3,5,4,5,4,特に水害に強い行政をお願いします。,
173,紙,2,4,11,保育士,3,1,1,4,5,10,,2,2,1,99,99,1,2,0,0,0,3,3,,98,98,98,,2,4,5,,6,8,16,,1,7,13,,10,12,14,,10,12,14,,2,10,11,,6,7,16,,2,5,3,5,3,5,3,5,3,5,3,5,2,5,2,5,2,5,2,5,3,5,3,5,3,5,2,5,1,5,2,5,3,5,3,5,3,5,2,5,3,5,2,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,20,99,99,12,99,99,5,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,3,5,3,5,4,5,3,5,1,5,3,5,3,5,3,5,3,5,3,,
174,紙,2,6,6,,4,1,2,4,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,5,,15,16,99,,15,16,99,,11,99,99,,11,99,99,,2,11,99,,11,15,16,,1,3,3,4,2,3,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,4,3,4,3,3,4,3,3,4,4,4,3,4,3,4,3,4,4,3,3,3,3,4,2,4,4,4,3,4,2,4,2,3,3,99,99,99,2,11,17,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,
175,紙,2,7,7,,4,2,6,4,99,99,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,4,9,,1,7,14,,1,7,16,,1,7,14,,1,7,11,,1,7,11,,1,7,14,,2,3,3,3,3,0,0,3,3,4,4,0,0,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,4,4,0,0,3,3,4,4,4,4,0,0,0,0,3,3,3,3,3,3,3,3,4,4,3,3,3,3,13,99,99,12,13,18,5,3,5,3,5,3,5,3,5,3,5,4,3,3,3,3,5,3,5,3,5,3,5,3,3,3,3,3,5,3,5,2,5,2,3,3,,
176,紙,2,8,8,,3,1,3,4,5,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,2,5,9,,6,9,14,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,5,3,99,3,99,3,99,3,99,4,99,3,99,3,99,3,99,3,99,0,99,0,99,0,99,3,99,3,99,3,99,0,99,0,99,0,99,3,99,0,5,3,5,3,4,3,0,0,3,3,0,0,5,3,5,0,5,3,0,0,5,3,99,99,99,99,99,99,99,3,99,0,99,0,5,3,99,3,99,3,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,0,99,3,99,3,99,0,99,3,,
177,紙,2,10,8,,1,1,3,4,5,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,6,9,,9,15,16,,5,9,16,,8,10,11,,11,12,99,,3,11,99,,2,9,99,,2,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,99,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,16,99,99,99,99,99,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,
178,紙,2,10,8,,1,1,1,1,4,15,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,3,5,9,,99,99,99,,2,99,99,,99,99,99,,99,99,99,,99,99,99,,99,99,99,,2,99,99,3,3,99,99,0,0,99,99,99,99,99,99,3,3,4,99,4,3,3,99,5,99,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,5,99,99,99,0,99,3,99,99,99,99,99,99,3,99,99,99,99,99,99,99,99,99,99,99,99,5,99,99,99,99,99,99,99,99,99,5,99,99,99,99,99,0,99,0,99,99,99,3,99,99,99,0,0,99,0,99,0,5,99,99,99,,
179,紙,99,7,2,,3,1,6,1,99,99,,99,99,99,99,99,0,0,0,0,0,3,3,,98,98,98,,5,9,99,,6,9,14,,2,6,14,,6,9,14,,9,14,99,,3,9,13,,6,9,14,,2,3,3,5,3,4,3,5,3,4,3,4,3,5,3,4,3,4,3,5,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,5,3,5,3,4,3,4,3,5,2,5,3,4,3,4,3,5,3,3,3,99,99,99,99,99,99,5,3,4,3,4,3,5,3,5,3,4,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,4,3,4,3,5,3,5,3,5,3,,
180,紙,1,1,9,,1,2,6,1,4,15,,99,99,99,99,99,0,0,0,0,0,4,3,,98,98,98,,1,2,4,,99,99,99,,99,99,99,,1,7,10,,99,99,99,,99,99,99,,99,99,99,,2,3,3,4,3,5,3,4,0,4,3,4,3,5,3,0,0,5,3,4,3,5,0,5,4,5,0,5,0,5,3,5,2,0,0,5,3,5,3,5,0,5,4,5,4,5,0,5,2,5,3,5,1,5,3,5,4,5,0,5,3,5,0,99,99,99,99,99,99,5,0,5,1,3,0,5,3,5,5,5,5,5,0,5,2,5,3,5,0,5,0,0,0,5,3,3,3,5,1,5,3,5,5,5,4,,
181,紙,1,5,2,,3,2,7,4,99,99,,1,99,99,99,99,1,0,0,0,0,4,3,,98,98,98,,2,99,99,,6,13,15,,6,13,15,,5,7,14,,5,7,14,,2,11,14,,4,7,14,,2,5,2,5,1,4,0,4,0,4,1,4,1,5,3,4,0,5,3,4,3,4,3,4,3,5,1,4,0,5,1,5,3,4,0,5,0,4,2,5,1,5,3,5,3,5,0,4,0,5,2,5,2,5,1,5,3,4,4,4,3,4,3,2,5,6,9,13,18,4,3,4,3,5,0,5,1,5,1,5,3,3,3,3,3,5,3,4,3,4,4,4,3,4,3,5,4,5,1,5,1,5,3,4,4,,
