【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
福井市,とてもそう思う,福井駅前でスーツケース引いてる人増えた,あまりそうは思わない,観光客が増えても自分に関係ないから,とてもそう思う,観光業やホテル、小売業の売り上げが上がるから,とてもそう思う,福井でお金を落としてくれることで、それが県民にも何かしらで還元されることを期待してるから,とてもそう思う,美味しいご飯や観光地など魅力的なものがあるから,どちらともいえない,福井駅前の商業施設以外なにか変わった感じはない,どちらかと言えば好ましい,使ってくれるお金が増えるけれども、増えすぎると車の量や、公共交通機関にも影響しそうだから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",福井市内普段も道が混んでるが、レンタカー移動の人たちが増えるともっと道が混むと思うから,"観光スポットを結ぶ交通機関, 観光イベント",3,2,食べ物が美味しい,4,子育てが支援が充実してるとは言い難い,4,,20～29歳,女性
坂井市,とてもそう思う,,ややそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,特に心配はない,,観光スポットを結ぶ交通機関,4,5,,10,,10,,50～59歳,女性
福井市,ややそう思う,福井駅がとても賑わっているように感じます,ややそう思う,乗り物が好きなのでいろんな乗り物、交通手段が選べるようになったと思う,とてもそう思う,元々知名度の低い県だったのでこの機会に福井の名前を知ってもらえていると思う,とてもそう思う,福井には観光地や食べ物などいいもの紹介したいものがたくさんあります。どんどん発信したいです,とてもそう思う,景観が華美でなく落ち着いていてとてもいい町なので癒しを求めて立ち寄っていただきたい,どちらともいえない,自治体が力を入れているのかは伝わらないが県民は謙遜しながら福井を愛している,とても好ましい,たくさんの人に福井の良さを知ってもらえるのがとても嬉しい,"まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, ガイドなど市民参加の場が広がる",福井は歴史的にも重要な場所。もっと興味を持っていただきたいし、もっと深く知っていきたい,歴史文化資源の破壊,あまり関心がないと価値が見出せず平気で雑に扱われてしまう事がとても心配,"観光スポットの案内板や標識（多言語表示）, 体験施設",5,5,なんだかんだで福井の雰囲気が好き,9,程よく施設があり、自然もあり景観がうるさくないので自分のペースで暮らしができているように思う,9,福井が好き,40～49歳,女性
越前市,全くそうは思わない,旧JR線と離れていて駅を降りてから車社会の福井県民には移動の足が無い観光客に対して配慮が乏しい,全くそうは思わない,関西圏への移動が不便極まりない,全くそうは思わない,何一つ魅力を感じ無い上、県民が関西圏に移動するのに時間、乗換え、お金、全てに置いてデメリットしかない,そう思う,,あまりそうは思わない,,評価していない,,どちらかと言えば好ましい,,波及効果により他の地場産業が活気づく,,騒音やごみの増加,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 体験施設",1,3,,0,,0,,50～59歳,女性
大野市,あまりそうは思わない,勝山市に行きそうだから,ややそう思う,イベント多くなってきたから行く所増えて嬉しい,あまりそうは思わない,,そう思う,,とてもそう思う,地元の人も楽しみたい,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 観光イベント, 観光マップやパンフレット, 飲食施設, 体験施設",3,3,,5,,3,老人多いから,40～49歳,女性
勝山市,そう思う,,そう思う,,そう思う,,とてもそう思う,,とてもそう思う,,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 自然破壊, 治安の悪化",,"観光スポットの案内板や標識（多言語表示）, 飲食施設, 体験施設",3,4,,8,,8,,40～49歳,男性
越前市,ややそう思う,,そうは思わない,,とてもそう思う,,そう思う,,そう思う,,どちらかといえば評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる",,治安の悪化,,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 体験施設",4,4,,8,,8,,30～39歳,女性
鯖江市,全くそうは思わない,鯖江は新幹線の発着駅が無いからと、特急が停まらなくなったから,全くそうは思わない,特に何も変わらないです。むしろ、鯖江駅前が寂しくなってきて残念です,ややそう思う,悪い影響は出ていないような気がします,そう思う,旅行先に福井県を選んでくれた方には歓迎したいと思います,あまりそうは思わない,福井県の魅力というものが上手くアピールできていない気がします。もっと見所があれば…！,どちらともいえない,とても色々考えられているとは思います！でも、継続してきていただけるかというと微妙な感じがします,どちらかと言えば好ましい,マナーを守って楽しんでいただければ…！,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく",他県の方が来ていただければ賑わうと思います,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",駐車場は本当に最近無くて福井駅前には地元の方が行けない状態になっています,"観光スポットを結ぶ交通機関, 飲食施設, 駐車場",3,2,もう少し何かアピール出来るところを増やしたいです,8,住みやすい県だと思います,8,変わらなく、住みやすい県だと思います,40～49歳,女性
越前町,そうは思わない,良くなった実感よりも、在来線の不便を強く感じる,全くそうは思わない,在来線がかなり不便になったから,ややそう思う,,ややそう思う,,あまりそうは思わない,観光客が本当に求めるものがある観光地へ誘うのが本当のおもてなしだと思う。福井県の何が、何人の観光客に求められているかを問いたい。,どちらかといえば評価している,,どちらかと言えば好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 観光客との交流が生まれる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる, ガイドなど市民参加の場が広がる, その他",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化, 日常生活に影響が出るほどの不安, その他",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",1,2,,4,住む場所を問わず幸せであるが、他の都市だったらもっと幸せだったろうと思うところはある。,2,何をするにしても不便。選択肢が少ない。リタイア後は都市部に移住したい。,40～49歳,男性
福井市,そう思う,駅前が変わったし、人の数もかなり増えたから,そう思う,駅前に行く頻度が増えた。,そう思う,経済効果が少しはあるため。,そう思う,自然もあるし、子供の教育にもいいから。,そう思う,経済効果を期待できるから。,どちらかといえば評価している,正直よくわからない。,好ましい,経済効果。,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 体験施設",5,5,ずっと住みたいと思うから。,10,,8,車が必須の県なので老後の交通機関が心配。,40～49歳,女性
