【問１】あなたのお住まいの地域を教えてください。,【問２】北陸新幹線 福井・敦賀開業で、お住まいの市町へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問３】北陸新幹線 福井・敦賀開業で、自身の生活へ良い影響があると思いますか？,上記回答の理由をお答えください（任意）,【問４】観光が福井県に与える影響は、「良い影響」の方が「悪い影響」より大きい。,上記回答の理由をお答えください（任意）,【問５】一人の県民として、福井県を訪れる観光客を歓迎したい。,上記回答の理由をお答えください（任意）,【問６】福井県はこれからも観光客の目的地・旅先であり続けるべきだ。,上記回答の理由をお答えください（任意）,【問７】福井県やお住まいの市町、および関連団体による観光振興の取り組みを住民として評価している。,上記回答の理由をお答えください（任意）,【問８】観光客が増加することについてどのように思いますか？,上記回答の理由をお答えください（任意）,【問９】観光客が増加することで期待される効果について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１０】観光客が増加することで心配される影響について、当てはまると思う選択肢をすべてお答えください,上記でその他を回答した方はその理由をお答えください（任意）,【問１１】観光地として整備する必要があると思われるものについて、当てはまると思う選択肢をすべてお答えください,【問１２】観光客がお住まいの地域に来ることで、自分が住んでいる地域に愛着や誇りを感じる機会がありますか？,【問１３】自分が住んでいる地域を、福井県外の人に自信を持ってお勧めできると感じますか？,上記回答の理由をお答えください（任意）,"【問１４】現在、あなたは福井県での暮らしにどの程度幸せを感じていますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,"【問１５】今から5年後、あなたは福井県での暮らしにどの程度幸せを感じていると思いますか？
「とても不幸」を0点、「とても幸せ」を 10 点とすると、何点になると思いますか。いずれかの数字を1つだけお答えください。",上記回答の理由をお答えください（任意）,あなたのご年齢を教えてください。,あなたの性別をおしえてください。
大野市,あまりそうは思わない,車での来訪者が圧倒的に多いと思うから,あまりそうは思わない,上記と同じ,とてもそう思う,"人流が出来るのはサービス業従事者として
とても喜ばしい",とてもそう思う,ありきたりですが、観光から移住に繋がってもらえると嬉しいからです,ややそう思う,,どちらともいえない,,とても好ましい,,"まちに賑わいが生まれる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋, 駐車場",5,4,,10,,10,,50～59歳,男性
越前市,ややそう思う,観光客が増えて街が活性化する。,あまりそうは思わない,"サンダーバードなどの特急が、敦賀からになってしまい、ハピラインでの移動が苦痛。
新幹線の駅までが遠く、敦賀までの移動もパパラインより高い。敦賀での乗り換えもめんどくさい。運営会社が違うので、ICOCAは、敦賀で一回改札を出ないといけない。",ややそう思う,"街が活性化して潤うのは良いが、
いろんな人が出入りすることで、治安が悪くならないか心配。",ややそう思う,福井県を知ってもらい、街が活性化するのは良い。若い人にどんどん来てもらえるとよい。,ややそう思う,自然もたくさんあって、食べ物も美味しい。魅力いっぱいだから,どちらかといえば評価している,古民家をリノベしたり、道の駅を充実させたり、頑張っていると思う。,どちらともいえない,"モラルのある観光客は大歓迎だが、
犯罪や街の景観が損なわれないか心配。
ポイ捨てなど。",移住・定住のきっかけとなる,,"騒音やごみの増加, 交通渋滞や路上駐車などの交通環境の悪化, 歴史文化資源の破壊, 自然破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, トイレ・休憩所等の整備及びユニバーサル化, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 飲食施設, 宿泊施設、土産物屋, 観光案内所、観光ガイド, 駐車場, 体験施設",3,3,若い人には物足りないかもしれない。イオンのような大きなショッピングモールはエルパしかないし。車がないと移動も大変。,8,子供達が福井の田舎暮らしを嫌がり、他県へ出てしまっているから。夫と二人暮らしは寂しいです。,7,暮らしやすい反面、高齢になって体も衰えてくると、夫との二人暮らしは心配。将来、もし夫に先立たれたら、一人になるので、子供達が近くにいてくれたらな、、、とも思う。,50～59歳,女性
福井市,あまりそうは思わない,福井市は、駅周辺だけが賑やかになっただけ,全くそうは思わない,乗り換えが増えた,そうは思わない,グルメ中心に人は集まる,そう思う,,そう思う,,評価している,,好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 歴史文化資源の保存活用につながる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, 観光イベント, 障害者や高齢者への配慮（バリアフリー）, 観光マップやパンフレット, 観光案内所、観光ガイド",1,2,,4,,4,,60～69歳,女性
敦賀市,そう思う,観光客が増えている,そう思う,,とてもそう思う,,そう思う,,そう思う,,評価している,,好ましい,,まちに賑わいが生まれる,,交通渋滞や路上駐車などの交通環境の悪化,,"観光スポットを結ぶ交通機関, 観光マップやパンフレット",4,3,,6,,6,,60～69歳,男性
大野市,ややそう思う,観光客が増えた感じがするがそこまで増えたと思わないから,そうは思わない,敦賀乗り換えが不便になったから,そう思う,福井県自体観光客が元々少ないので経済的にいいと思う,全くそうは思わない,あまり関係ないから,ややそう思う,,どちらかといえば評価している,観光資源がない中で工夫を凝らして頑張っているから,好ましくない,今のままでは変わりがない,"まちに賑わいが生まれる, 波及効果により他の地場産業が活気づく, 地域の知名度が上がる, 移住・定住のきっかけとなる",地元を知ってもらい、雇用がうまれればいいと思うから,交通渋滞や路上駐車などの交通環境の悪化,,"観光イベント, 飲食施設, 宿泊施設、土産物屋",5,3,,8,雪が多いから,9,中部縦貫自動車道ができるから,50～59歳,男性
鯖江市,あまりそうは思わない,関西との行き来がしづらくなった。鯖江駅前が閑散とした印象。,そうは思わない,観光に関係ある仕事をしているわけでもなく、身内や友人が関西方面に多いので交通の便が悪くなったため,ややそう思う,関東方面からの観光客が増えて知名度は上がった気がするから,そう思う,福井の魅力は訪れないと伝わらない部分が多いと思うので、一人でも多くの人に来てほしいと思うから,そう思う,グルメも観光も混雑具合もほどよいのが利点なので、ぜひ非日常を味わいに来てほしいと思うから,評価している,真新しい広告やPRをよく目にして、いろんな地域の魅力発信を頑張っている印象があるから,どちらかと言えば好ましい,観光スポットが活気づくのは県全体の活性化に繋がると思うから,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 歴史文化資源の保存活用につながる",,交通渋滞や路上駐車などの交通環境の悪化,,"駐車場, 体験施設",4,3,悪いところではないが、おすすめするほどの突出した魅力はまだまだ少ないと思うから。おすすめするからには時間もお金も落としてもらわなければならないが、それに見合った価値を提供できるかといえば自信がない,8,人混みがなく、欲しいものはあらかた手に入る。車社会なので行きたいところは気軽に行ける。,7,道が整備されておらず、雪も降るので子どもの通学が心配。,30～39歳,女性
福井市,ややそう思う,関東、長野方面への行き来が便利になった,ややそう思う,関東や長野方面へのアクセスは良くなったが、関西、中京へのアクセスが悪くなり、また、費用も増えた,とてもそう思う,観光客の増加で、収入が増える,とてもそう思う,リピーターやクチコミによって観光客が増加する,とてもそう思う,収入が増える,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,"騒音やごみの増加, 歴史文化資源の破壊, 治安の悪化",,"観光スポットを結ぶ交通機関, トイレ・休憩所等の整備及びユニバーサル化, 駐車場, 体験施設",4,3,,6,,7,,50～59歳,男性
坂井市,とてもそう思う,福井駅が綺麗になった,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",,治安の悪化,,観光スポットを結ぶ交通機関,5,5,,10,,10,,30～39歳,女性
鯖江市,あまりそうは思わない,とまらない,あまりそうは思わない,変化なし,そうは思わない,悪くはない,とてもそう思う,楽しんで欲しい,そう思う,程よく,どちらともいえない,目玉がない,どちらかと言えば好ましい,景気良く慣ればいい,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる",活気が出る,歴史文化資源の破壊,マナーが悪い人も来る,"観光スポットを結ぶ交通機関, 観光イベント",2,2,おすすめがない,3,娯楽が少ない,3,変わらなそう,50～59歳,女性
福井市,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とてもそう思う,,とても評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, 観光客との交流が生まれる, 移住・定住のきっかけとなる",,特に心配はない,,"観光スポットを結ぶ交通機関, 宿泊施設、土産物屋, 観光案内所、観光ガイド",3,5,,10,,10,,60～69歳,男性
大野市,ややそう思う,新幹線の沿線ではないから,とてもそう思う,福井から東京に行きやすくなったから,そうは思わない,関東方面には格段に便利になっているが、関西方面には乗り換えが必要になったから「全く」ではない,とてもそう思う,,とてもそう思う,,評価している,,とても好ましい,,"観光客の消費によって飲食業や宿泊業が潤う, まちに賑わいが生まれる, 地域の知名度が上がる",,特に心配はない,,"観光スポットを結ぶ交通機関, 観光スポットの案内板や標識（多言語表示）, 宿泊施設、土産物屋",5,5,,10,,10,,60～69歳,男性
